ticker|IRR|G|EPS|EPS_POS|EPS_N|DPR|PRICE
bkk:HTECH|0.1085|-0.0213|0.3009|9.0000|9.0000|0.5112|3.4600
bkk:HUMAN|0.0798|0.1091|0.2749|9.0000|9.0000|0.8038|11.4000
bkk:HYDRO|0.0000|-0.2260|-0.2013|0.0000|9.0000|0.0000|0.5500
bkk:ICC|0.0027|-0.0831|1.3624|8.0000|9.0000|0.3900|34.0000
bkk:ICHI|-0.0333|-0.1142|0.2345|9.0000|9.0000|1.0097|12.7000
bkk:ICN|0.3406|0.2338|0.2671|8.0000|9.0000|1.0150|3.4000
bkk:IFEC|0.0000|0.1303|-0.6078|2.0000|9.0000|-0.0374|0.3500
bkk:IFS|0.1722|0.0151|0.3169|9.0000|9.0000|0.5142|2.8400
bkk:IHL|0.0054|-0.1306|0.1638|8.0000|9.0000|0.5522|2.9200
bkk:IIG|0.1837|0.3450|0.8991|7.0000|9.0000|0.3442|36.7500
bkk:III|0.2635|0.3107|0.6475|8.0000|9.0000|0.6348|14.1000
bkk:ILINK|0.1311|0.0569|0.5253|9.0000|9.0000|0.3788|7.2000
bkk:ILM|0.2128|0.1481|1.3978|7.0000|9.0000|0.7518|21.1000
bkk:IMH|0.2490|0.2997|0.5802|7.0000|9.0000|0.4130|11.6000
bkk:IND|0.2072|0.1562|0.1175|7.0000|9.0000|0.3767|1.5400
bkk:INET|0.1529|0.1062|0.4116|8.0000|9.0000|0.1296|5.2000
bkk:INGRS|0.0151|-2.5895|-0.0988|6.0000|9.0000|0.2363|0.5000
bkk:INOX|-0.0344|-0.1066|0.0165|7.0000|9.0000|0.6635|0.8300
bkk:INSET|0.2728|0.1935|0.2204|7.0000|9.0000|0.8750|3.0800
bkk:INSURE|0.7168|0.6210|25.1464|5.0000|9.0000|0.0000|160.0000
bkk:INTUCH|-0.0403|-0.1251|1.7773|8.0000|9.0000|0.4245|74.5000
bkk:IP|0.1954|0.3391|0.3372|7.0000|9.0000|0.4008|12.4000
bkk:IRC|0.0078|-0.1283|0.7938|9.0000|9.0000|0.5284|13.7000
bkk:IRCP|0.0000|-0.6925|-0.1227|5.0000|9.0000|0.0065|0.9900
bkk:IRPC|0.0000|-0.6965|-0.1691|5.0000|9.0000|0.0266|2.6400
bkk:IT|-0.0266|-0.0236|0.0602|7.0000|9.0000|0.1605|4.0000
bkk:ITC|0.4156|0.4687|1.3831|5.0000|9.0000|0.5342|23.5000
bkk:ITD|0.0000|0.7487|-0.4061|4.0000|9.0000|0.0443|1.6000
bkk:ITEL|0.1803|0.1989|0.2089|9.0000|9.0000|0.0672|3.3000
bkk:ITNS|0.4206|0.4461|0.2160|4.0000|9.0000|1.0187|4.2400
bkk:IVL|0.3276|0.1666|4.3678|9.0000|9.0000|0.4848|34.5000
bkk:J|-0.0410|-0.0919|0.0675|8.0000|9.0000|0.1769|3.3600
bkk:JAK|0.1452|0.1659|0.0682|6.0000|9.0000|0.2084|1.3600
bkk:JAS|0.0000|-0.3940|-0.2420|6.0000|9.0000|0.1741|2.1200
bkk:JCK|0.0000|-0.1141|-0.0874|1.0000|9.0000|0.0000|0.2900
bkk:JCKH|0.0000|-0.0400|-0.1998|0.0000|9.0000|0.0000|0.0700
bkk:JCT|0.0761|-0.0430|5.3471|9.0000|9.0000|0.6912|80.0000
bkk:JDF|0.2293|0.1744|0.1403|6.0000|9.0000|1.1942|2.6600
bkk:JKN|0.3766|0.1386|0.5924|9.0000|9.0000|0.1788|2.8800
bkk:JMART|0.1445|0.1530|0.9027|8.0000|9.0000|0.6651|22.4000
bkk:JMT|0.1458|0.2059|1.2460|9.0000|9.0000|0.8430|45.2500
bkk:JR|0.2334|0.3594|0.1866|7.0000|9.0000|0.7122|6.6000
bkk:JSP|0.0074|0.1305|0.0402|5.0000|9.0000|0.0000|4.1800
bkk:JTS|-0.2333|-0.3137|0.0099|5.0000|9.0000|0.0000|35.2500
bkk:JUBILE|0.1425|0.0839|1.6827|9.0000|9.0000|0.4182|25.0000
bkk:K|0.0000|2.5263|-0.2653|5.0000|9.0000|-0.1143|1.3000
bkk:KAMART|0.0904|0.0522|0.3398|9.0000|9.0000|0.7647|8.3500
bkk:KASET|0.0000|-0.0697|-0.0497|3.0000|9.0000|0.1241|1.5500
bkk:KBANK|0.1026|-0.0321|13.8267|9.0000|9.0000|0.2396|131.5000
bkk:KBS|44.7033|65.4500|0.1752|4.0000|9.0000|0.1062|6.1000
bkk:KC|0.0000|-0.0556|-0.0844|1.0000|9.0000|0.0000|0.1300
bkk:KCAR|0.1416|-0.0275|0.8693|9.0000|9.0000|0.6341|8.1500
bkk:KCC|0.1658|0.3946|0.1132|5.0000|9.0000|0.1643|6.5000
bkk:KCE|0.0384|-0.0325|1.5747|9.0000|9.0000|0.9376|45.0000
bkk:KCM|0.0000|-0.6525|-0.0143|6.0000|9.0000|0.0862|0.5900
bkk:KDH|1.5194|2.4754|2.5558|4.0000|9.0000|0.0676|93.0000
bkk:KEX|-0.0826|-0.1204|0.1169|5.0000|9.0000|0.4307|16.4000
bkk:KGEN|0.0000|-0.1932|-0.0312|2.0000|9.0000|0.0000|1.0800
bkk:KGI|0.1951|0.0339|0.5300|9.0000|9.0000|0.6970|5.0500
bkk:KIAT|0.0843|-0.0312|0.0276|9.0000|9.0000|0.9150|0.4600
bkk:KISS|0.2479|0.2915|0.2984|5.0000|9.0000|0.7318|6.9500
bkk:KJL|0.3009|0.4455|0.5172|5.0000|9.0000|0.4736|14.6000
bkk:KK|0.0843|0.0721|0.0783|8.0000|9.0000|0.7752|2.3600
bkk:KKC|0.0000|0.3469|-0.7860|3.0000|9.0000|-0.2619|0.2900
bkk:KKP|0.2507|0.0870|8.4062|9.0000|9.0000|0.3939|64.0000
bkk:KLINIQ|0.1587|0.3364|0.7844|5.0000|9.0000|0.3658|40.2500
bkk:KOOL|0.0000|0.0898|-0.0199|5.0000|9.0000|-0.0444|0.5500
bkk:KSL|-0.0250|-0.1154|0.1203|8.0000|9.0000|0.1898|3.3600
bkk:KTB|0.1006|-0.0364|1.7396|9.0000|9.0000|0.2632|16.7000
bkk:KTC|0.1632|0.1704|2.6567|9.0000|9.0000|0.4176|53.2500
bkk:KTIS|0.0000|-0.8075|-0.1809|6.0000|9.0000|0.1916|4.3600
bkk:KTMS|0.2163|0.5214|0.0648|3.0000|9.0000|0.1322|4.1000
bkk:KUMWEL|0.1300|0.0490|0.1358|8.0000|9.0000|0.7282|2.2000
bkk:KUN|0.3191|0.2809|0.1560|8.0000|9.0000|0.6330|2.1800
bkk:KWC|0.1241|0.0451|16.4182|9.0000|9.0000|0.6692|265.0000
bkk:KWI|0.0000|0.1777|-0.2080|3.0000|9.0000|0.0000|1.8900
bkk:KWM|0.0307|-0.0504|0.0697|9.0000|9.0000|0.9843|1.9900
bkk:KYE|0.0394|-0.0879|19.9147|9.0000|9.0000|0.5090|299.0000
bkk:L&E|-0.0239|-0.1545|0.0602|9.0000|9.0000|1.0252|1.8500
bkk:LALIN|0.3866|0.1630|1.4778|9.0000|9.0000|0.3842|8.7000
bkk:LANNA|0.5070|0.2442|2.5960|9.0000|9.0000|0.5197|14.9000
bkk:LDC|0.0000|-0.2134|-0.0079|2.0000|9.0000|0.0000|0.9300
bkk:LEE|0.0224|-0.0908|0.1055|9.0000|9.0000|0.8874|2.3800
bkk:LEO|0.3969|0.3789|0.7284|8.0000|9.0000|0.5503|9.8000
bkk:LH|0.1087|-0.0158|0.6911|9.0000|9.0000|0.8441|9.8000
bkk:LHFG|0.1061|-0.0347|0.1021|9.0000|9.0000|0.4377|1.0600
bkk:LHK|0.1566|0.0000|0.4111|9.0000|9.0000|1.0712|5.0000
bkk:LIT|0.0000|-0.2928|-0.0278|7.0000|9.0000|0.2062|1.5300
bkk:LOXLEY|0.0000|-2.1673|-0.0912|8.0000|9.0000|-0.1341|2.0400
bkk:LPH|0.1938|0.1312|0.3778|9.0000|9.0000|0.6411|5.6000
bkk:LPN|-0.0099|-0.1760|0.2689|9.0000|9.0000|0.7512|4.6800
bkk:LRH|0.0000|0.7788|-2.8611|7.0000|9.0000|0.1062|47.0000
bkk:LST|0.1796|0.0320|0.5340|9.0000|9.0000|0.4828|4.8800
bkk:M|-0.0088|-0.0872|1.2562|9.0000|9.0000|0.9618|51.0000
bkk:M-CHAI|0.1134|0.1312|18.7691|9.0000|9.0000|0.3606|466.0000
bkk:MACO|-0.1052|-0.2040|0.0066|6.0000|9.0000|-0.0309|0.5300
bkk:MAJOR|-0.0386|-0.1450|0.4300|8.0000|9.0000|0.6373|16.2000
bkk:MAKRO|0.0358|-0.0017|1.1531|9.0000|9.0000|0.7090|38.5000
bkk:MALEE|-0.2241|-2.2907|-1.1700|4.0000|9.0000|-0.1115|6.9500
bkk:MANRIN|0.0000|0.2774|-1.3549|4.0000|9.0000|0.1220|26.7500
bkk:MASTER|0.2397|0.3505|2.8291|4.0000|9.0000|0.4992|81.0000
bkk:MATCH|0.0000|0.1656|-0.1241|1.0000|9.0000|-0.1468|1.7200
bkk:MATI|6.7089|8.2500|0.3778|5.0000|9.0000|0.6652|7.8500
bkk:MAX|0.0000|0.3150|-0.0025|1.0000|9.0000|0.0000|0.0100
bkk:MBAX|0.3109|0.0825|0.6073|9.0000|9.0000|0.9246|4.7200
bkk:MBK|-0.0646|-0.1690|0.3351|8.0000|9.0000|0.3735|16.0000
bkk:MC|0.0365|-0.0765|0.4958|9.0000|9.0000|1.0159|10.9000
bkk:MCOT|0.0000|0.1982|-1.3702|3.0000|9.0000|-0.2237|4.4000
bkk:MCS|0.3991|0.1058|1.7980|9.0000|9.0000|0.5433|9.2500
bkk:MDX|-0.0313|-0.1447|0.1971|9.0000|9.0000|0.0000|4.1200
bkk:MEB|0.3918|0.5104|1.5613|4.0000|9.0000|0.5440|35.0000
bkk:MEGA|0.1831|0.1601|2.3442|9.0000|9.0000|0.5949|42.2500
bkk:MENA|0.1350|0.2065|0.0732|6.0000|9.0000|0.5147|2.5000
bkk:META|-0.0450|-0.3131|0.0458|2.0000|9.0000|0.0000|0.2600
bkk:METCO|0.0884|-0.0224|17.7516|8.0000|9.0000|0.5248|244.0000
bkk:MFC|0.0835|-0.0048|1.4231|9.0000|9.0000|0.6042|24.0000
bkk:MFEC|0.0863|-0.0067|0.4867|8.0000|9.0000|0.6074|7.9000
bkk:MGT|0.1690|0.0902|0.2238|9.0000|9.0000|0.6507|3.2200
bkk:MICRO|0.1563|0.1945|0.1612|8.0000|9.0000|0.3850|3.8400
bkk:MIDA|0.0000|2.0342|-0.0741|6.0000|9.0000|-0.0236|0.4600
bkk:MILL|-0.4066|-0.9212|0.0632|6.0000|9.0000|0.0110|0.5700
bkk:MINT|0.0000|-27.5063|-1.9382|7.0000|9.0000|0.1735|32.2500
bkk:MITSIB|0.0206|-0.0304|0.0404|8.0000|9.0000|0.2644|1.0500
bkk:MJD|0.0000|-0.7817|-0.3356|6.0000|9.0000|0.0000|1.6000
bkk:MK|0.0000|-0.6713|-0.2485|6.0000|9.0000|-0.0594|2.9200
bkk:ML|0.1010|0.0002|0.0970|9.0000|9.0000|0.1125|1.0300
bkk:MODERN|0.0000|-0.2962|-0.0670|9.0000|9.0000|1.1080|3.0400
bkk:MONO|0.0000|-0.0535|-0.0536|3.0000|9.0000|0.1111|1.3800
bkk:MOONG|0.1229|-0.0880|0.2858|9.0000|9.0000|0.6620|2.2400
bkk:MORE|-0.1250|-0.3705|0.0116|3.0000|9.0000|0.0000|0.2300
bkk:MPIC|-0.1663|-0.3949|0.0289|2.0000|9.0000|0.0000|1.7500
bkk:MSC|0.1314|0.0209|0.6213|9.0000|9.0000|0.6789|8.3000
bkk:MST|0.0260|-0.1196|0.6384|9.0000|9.0000|0.8226|10.7000
bkk:MTC|0.2289|0.2087|2.6991|9.0000|9.0000|0.1837|34.5000
bkk:MTI|0.1007|-0.0240|9.9542|9.0000|9.0000|0.4360|115.0000
bkk:MTW|0.1252|0.3844|0.0677|5.0000|9.0000|0.2444|6.5000
bkk:MUD|0.0000|0.1347|-0.1329|1.0000|9.0000|0.0000|2.4000
bkk:MVP|0.0000|9.4594|-0.0690|6.0000|9.0000|0.0444|2.8800
bkk:NATION|-0.1451|-0.5356|0.0358|5.0000|9.0000|-0.2444|0.1100
bkk:NC|0.0000|-0.7741|-0.8991|7.0000|9.0000|0.1182|13.0000
bkk:NCAP|0.2785|0.2808|0.2760|6.0000|9.0000|0.2344|3.7400
bkk:NCH|0.3897|0.2339|0.1903|9.0000|9.0000|0.3871|1.4200
bkk:NCL|0.0000|-0.0224|-0.0203|4.0000|9.0000|0.0182|2.7200
bkk:NDR|-0.1093|-0.2056|0.0210|7.0000|9.0000|0.1000|2.1000
bkk:NEP|-0.1164|-0.2847|0.0060|0.0000|9.0000|0.0000|0.2700
bkk:NER|0.4690|0.2814|0.8384|9.0000|9.0000|0.4919|5.9500
bkk:NETBAY|0.1620|0.1416|0.9765|9.0000|9.0000|1.0073|23.2000
bkk:NEW|0.1807|0.2418|4.3213|9.0000|9.0000|0.2811|100.0000
bkk:NEWS|0.0982|-0.4711|0.0308|1.0000|9.0000|0.0000|0.0300
bkk:NEX|0.0000|-0.1191|-0.0450|2.0000|9.0000|0.0000|13.7000
bkk:NFC|0.1140|0.1845|0.1300|6.0000|9.0000|0.5396|4.9800
bkk:NINE|0.0000|0.0010|-0.2328|4.0000|9.0000|-0.1556|5.6000
bkk:NKI|-0.0578|-0.1715|0.6824|9.0000|9.0000|0.8907|35.5000
bkk:NNCL|0.7667|0.5899|0.2229|7.0000|9.0000|0.8867|2.0200
bkk:NOBLE|0.3905|0.1249|0.8647|7.0000|9.0000|0.5905|5.0000
bkk:NOK|0.0000|-0.0441|-1.1253|0.0000|9.0000|0.0000|1.0400
bkk:NOVA|0.8414|0.9542|1.0222|3.0000|9.0000|0.0521|11.0000
bkk:NPK|0.0000|-0.3977|-0.9322|7.0000|9.0000|0.0556|17.9000
bkk:NRF|0.2301|0.4341|0.1605|6.0000|9.0000|0.1026|5.7000
bkk:NSI|0.0137|-0.0663|6.3811|9.0000|9.0000|0.4926|161.5000
bkk:NSL|0.2869|0.3578|0.8131|5.0000|9.0000|0.9120|21.7000
bkk:NTSC|0.2912|0.4647|0.7147|3.0000|9.0000|0.6889|26.5000
bkk:NTV|0.0489|-0.0219|1.7104|9.0000|9.0000|0.6025|38.5000
bkk:NUSA|0.0000|0.2897|-0.1043|2.0000|9.0000|0.0000|1.0300
bkk:NV|0.8419|0.4354|0.5834|4.0000|9.0000|0.5510|2.6200
bkk:NVD|0.1469|0.1568|0.1112|8.0000|9.0000|0.4130|2.3800
bkk:NWR|0.0000|0.1933|-0.0963|4.0000|9.0000|0.0439|0.7100
bkk:NYT|0.0492|-0.0702|0.1998|9.0000|9.0000|1.0137|3.9200
bkk:OCC|0.0000|-0.3692|-0.3304|7.0000|9.0000|0.1169|10.4000
bkk:OGC|-0.3606|-1.2395|-3.4609|8.0000|9.0000|0.2595|24.9000
bkk:OHTL|0.0000|2.4619|-20.0804|6.0000|9.0000|-0.1111|496.0000
bkk:OISHI|0.1286|0.0640|3.6196|9.0000|9.0000|0.5119|57.2500
bkk:ONEE|0.3431|0.4335|0.3038|4.0000|9.0000|0.3411|5.8000
bkk:OR|0.2509|0.2761|1.1458|6.0000|9.0000|0.4918|21.3000
bkk:ORI|0.3541|0.2024|1.5362|9.0000|9.0000|0.3826|11.7000
bkk:OSP|0.1015|0.0634|1.1533|9.0000|9.0000|1.0351|30.7500
bkk:OTO|0.0000|-0.5487|-0.1320|7.0000|9.0000|0.1534|16.9000
bkk:PACE|0.6745|-0.2937|0.0409|1.0000|9.0000|0.0000|0.0300
bkk:PACO|0.2090|0.2654|0.0905|7.0000|9.0000|0.7333|2.4600
bkk:PAF|-0.1146|-0.2244|0.0131|7.0000|9.0000|0.1720|1.3200
bkk:PAP|0.0000|-0.3312|-0.0711|7.0000|9.0000|0.4690|3.2000
bkk:PATO|0.0374|-0.0885|0.5096|9.0000|9.0000|0.9807|10.0000
bkk:PB|0.1057|0.0483|3.9396|9.0000|9.0000|0.5156|70.2500
bkk:PCC|0.4240|0.4769|0.2164|3.0000|9.0000|0.3172|3.1800
bkk:PCSGH|0.0813|-0.0201|0.2902|9.0000|9.0000|0.8417|5.1500
bkk:PDG|0.0860|-0.0483|0.2169|9.0000|9.0000|0.9421|3.2400
bkk:PDJ|0.0000|-0.0750|-0.0233|4.0000|9.0000|-0.0656|3.0600
bkk:PEACE|0.6501|0.4368|0.6227|5.0000|9.0000|0.5115|4.1800
bkk:PERM|0.0000|-9.6814|-0.2934|5.0000|9.0000|-0.1637|0.9700
bkk:PF|0.0000|-0.4672|-0.0228|7.0000|9.0000|0.2387|0.4100
bkk:PG|-0.1047|-0.1678|0.0522|6.0000|9.0000|0.3100|8.1000
bkk:PHOL|0.1212|0.0399|0.1791|7.0000|9.0000|0.6333|2.8200
bkk:PICO|0.0000|-0.2724|-0.0086|6.0000|9.0000|0.1687|5.2000
bkk:PIMO|0.1401|0.1165|0.1254|9.0000|9.0000|0.3193|2.1400
bkk:PIN|0.4307|0.3718|0.3233|4.0000|9.0000|0.5600|3.7000
bkk:PJW|0.0604|0.0517|0.1417|8.0000|9.0000|0.5595|4.5000
bkk:PK|-0.3722|-1.6893|-0.3026|6.0000|9.0000|0.0215|1.4500
bkk:PL|0.0673|-0.0744|0.2060|9.0000|9.0000|0.5608|2.5600
bkk:PLANB|-0.0019|0.0207|0.1161|9.0000|9.0000|0.5536|8.5000
bkk:PLANET|-0.4269|-1.1043|-0.0756|5.0000|9.0000|-0.1303|1.5700
bkk:PLAT|0.0000|-0.4156|-0.0802|6.0000|9.0000|0.1161|3.6600
bkk:PLE|0.0000|-0.1621|-0.0362|6.0000|9.0000|0.0276|0.6300
bkk:PLUS|0.2721|0.6000|0.1284|2.0000|9.0000|0.2618|7.5500
bkk:PM|0.0673|-0.0490|0.5147|9.0000|9.0000|0.7906|8.5500
bkk:PMTA|-0.0346|-0.1866|0.4078|9.0000|9.0000|0.7718|10.2000
bkk:POLAR|0.0000|-0.1728|-0.0059|1.0000|9.0000|0.0000|0.0900
bkk:POLY|0.2754|0.4710|0.3519|5.0000|9.0000|0.2356|11.4000
bkk:PORT|-0.0699|-0.1703|0.0317|8.0000|9.0000|0.1648|1.4900
bkk:POST|0.0000|-0.0774|-0.2748|0.0000|9.0000|0.0000|1.1000
bkk:PPM|-0.1162|-0.1677|0.0074|7.0000|9.0000|0.4284|1.8500
bkk:PPP|0.0000|-0.5332|-0.2542|7.0000|9.0000|0.0807|1.9700
bkk:PPPM|0.0000|0.2094|-0.7637|1.0000|9.0000|0.0000|0.1000
bkk:PPS|-0.0340|-0.0576|0.0151|8.0000|9.0000|0.0334|0.7900
bkk:PQS|0.4625|0.4134|0.3862|5.0000|9.0000|0.4536|4.2200
bkk:PR9|0.0654|0.1076|0.4784|9.0000|9.0000|0.5150|20.5000
bkk:PRAKIT|-0.1290|-0.2302|0.0616|8.0000|9.0000|0.6403|12.9000
bkk:PRAPAT|0.0219|-0.0113|0.0520|6.0000|9.0000|0.7514|2.0600
bkk:PREB|0.1396|-0.0270|0.8931|9.0000|9.0000|0.6113|8.4000
bkk:PRECHA|0.0000|0.0444|-0.0778|0.0000|9.0000|0.0000|1.1100
bkk:PRG|0.1375|0.0594|0.7536|9.0000|9.0000|0.5456|11.0000
bkk:PRI|0.2530|0.5390|0.6382|5.0000|9.0000|0.3529|36.2500
bkk:PRIME|0.1455|0.2476|0.0544|5.0000|9.0000|0.0000|1.4700
bkk:PRIN|0.1908|0.1163|0.2833|9.0000|9.0000|0.1467|2.9000
bkk:PRINC|-0.2423|-0.4482|0.0074|4.0000|9.0000|0.0000|5.3500
bkk:PRM|0.2259|0.1205|0.7031|9.0000|9.0000|0.5193|7.6000
bkk:PRO|0.0005|-0.0685|0.0159|6.0000|9.0000|0.0000|0.3500
bkk:PROEN|0.1983|0.3840|0.1268|5.0000|9.0000|0.4964|6.1000
bkk:PROS|0.0000|-0.5071|-0.0153|6.0000|9.0000|0.8052|2.0400
bkk:PROUD|-0.2014|-0.5520|0.0801|3.0000|9.0000|0.0000|1.6100
bkk:PRTR|0.2900|0.3963|0.3849|5.0000|9.0000|0.2954|8.4000
bkk:PSG|-0.1743|-0.5812|0.2136|2.0000|9.0000|0.0000|0.9800
bkk:PSH|0.0775|-0.1137|1.2229|9.0000|9.0000|0.8369|12.6000
bkk:PSL|1.8708|1.5480|2.3654|3.0000|9.0000|0.3878|13.8000
bkk:PSTC|0.0000|-0.5811|-0.0374|6.0000|9.0000|0.0978|1.4400
bkk:PT|0.2005|0.0226|0.6191|9.0000|9.0000|1.0954|6.6000
bkk:PTC|0.4051|0.5250|0.1447|2.0000|9.0000|0.2687|2.6800
bkk:PTECH|-0.0025|-0.0303|0.6063|7.0000|9.0000|0.0881|21.1000
bkk:PTG|0.1394|0.0856|0.8204|9.0000|9.0000|0.5275|13.5000
bkk:PTL|0.6994|0.3519|4.0262|7.0000|9.0000|0.3985|18.0000
bkk:PTT|0.2163|0.0503|3.4753|9.0000|9.0000|0.6745|31.5000
bkk:PTTEP|0.2919|0.2597|11.9309|8.0000|9.0000|0.4754|160.5000
bkk:PTTGC|-0.1184|-0.2229|0.3588|8.0000|9.0000|0.2615|44.7500
bkk:PYLON|0.0434|-0.0505|0.1898|9.0000|9.0000|0.8508|4.2600
bkk:Q-CON|0.2850|0.3795|0.5058|8.0000|9.0000|0.8804|14.8000
bkk:QH|0.1034|-0.0536|0.2173|9.0000|9.0000|0.7266|2.4400
bkk:QLT|-0.0825|-0.2062|0.0822|9.0000|9.0000|0.6079|4.9600
bkk:QTC|-0.3161|-0.7615|0.0950|7.0000|9.0000|0.1979|4.7800
bkk:RABBIT|0.0000|0.2262|-0.5355|1.0000|9.0000|0.0000|0.9300
bkk:RAM|0.0962|0.1045|1.7189|9.0000|9.0000|0.7116|53.7500
bkk:RATCH|0.1399|-0.0028|3.7624|9.0000|9.0000|0.5416|38.5000
bkk:RBF|0.1008|0.1448|0.3018|7.0000|9.0000|0.6660|11.3000
bkk:RCL|1.8871|0.5313|19.9807|6.0000|9.0000|0.2101|26.2500
bkk:READY|0.0000|2.0727|-0.1136|5.0000|9.0000|0.2444|14.7000
bkk:RICHY|0.1306|-0.0424|0.0931|9.0000|9.0000|0.3664|0.7400
bkk:RJH|0.4314|0.2860|2.9513|9.0000|9.0000|0.7762|28.2500
bkk:RML|-0.5876|-1.0046|-0.1808|6.0000|9.0000|0.0438|0.7100
bkk:ROCK|0.0000|0.9420|-0.9271|3.0000|9.0000|-0.0301|8.0000
bkk:ROH|0.0000|6.6194|-0.0946|5.0000|9.0000|0.2791|3.3800
bkk:ROJNA|0.1301|-0.0115|0.6107|9.0000|9.0000|0.5434|6.4000
bkk:RP|0.1862|-2.9423|-0.4667|6.0000|9.0000|-0.0192|2.0600
bkk:RPC|0.5927|0.5095|0.1242|5.0000|9.0000|0.0000|0.8400
bkk:RPH|0.2863|0.2237|0.4221|9.0000|9.0000|0.8100|6.0500
bkk:RS|0.0055|0.0233|0.2818|8.0000|9.0000|0.2779|15.2000
bkk:RSP|0.0197|-0.0953|0.1214|9.0000|9.0000|0.9520|2.8400
bkk:RT|0.0000|-0.4418|-0.0124|5.0000|9.0000|0.2255|1.0100
bkk:RWI|0.0000|0.9743|-0.2748|6.0000|9.0000|0.1006|0.8900
bkk:S&J|0.1464|0.0746|2.5736|9.0000|9.0000|0.5431|38.0000
bkk:S|0.0000|-0.9300|-0.0574|6.0000|9.0000|0.1744|1.7200
bkk:S11|0.2140|0.0305|0.7180|9.0000|9.0000|0.3738|5.0500
bkk:SA|0.1594|0.2211|0.3055|7.0000|9.0000|0.3365|7.9500
